ICD10.V11.,K00.6,Dentistry,Disturbances in tooth eruption,1,0,0,1,2,1,,100%,,,,
ICD10.V11.,I10,Dentistry,Essential (primary) hypertension,1,0,1,0,2,1,,,,,,100%
ICD10.V11.,E78.5,Dentistry,"Hyperlipidaemia, unspecified",1,0,1,0,2,1,,,,,100%,
ICD10.V11.,U82.3,Dentistry,Hypertension,1,0,1,0,2,1,,,,,,100%
ICD10.V11.,E03.9,Dentistry,"Hypothyroidism, unspecified",0,1,0,1,2,1,,,,100%,,
ICD10.V11.,R22.1,Dentistry,"Localised swelling, mass and lump, neck",0,1,0,1,2,1,,,100%,,,
ICD10.V11.,K07.4,Dentistry,"Malocclusion, unspecified",1,0,0,1,2,1,,100%,,,,
ICD10.V11.,K04.1,Dentistry,Necrosis of pulp,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,K12.3,Dentistry,Oral mucositis (ulcerative),0,1,0,1,2,1,,,100%,0%,,
ICD10.V11.,K04.9,Dentistry,Other and unspecified diseases of pulp and periapical tissues,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,K02.8,Dentistry,Other dental caries,1,0,0,1,2,1,,100%,,0%,,
ICD10.V11.,K10,Dentistry,Other diseases of jaws,1,0,1,0,2,1,,,,100%,,
ICD10.V11.,K05.5,Dentistry,Other periodontal diseases,1,0,1,0,2,1,,,,,100%,
ICD10.V11.,K06.8,Dentistry,Other specified disorders of gingiva and edentulous alveolar ridge,1,0,0,1,2,1,,,,,100%,
ICD10.V11.,K08.8,Dentistry,Other specified disorders of teeth and supporting structures,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,L70.0,Dermatology,Acne vulgaris,31,25,14,39,106,53,,,59%,34%,,
ICD10.V11.,L23,Dermatology,Allergic contact dermatitis,24,11,4,31,70,35,,,,37%,,
ICD10.V11.,L80,Dermatology,Vitiligo,16,10,9,17,52,26,,,31%,27%,,
ICD10.V11.,L20,Dermatology,Atopic dermatitis,14,11,13,12,50,25,56%,32%,,,,
ICD10.V11.,L65.0,Dermatology,Telogen effluvium,11,3,1,13,28,14,,,43%,57%,,
ICD10.V11.,L50,Dermatology,Urticaria,7,5,6,5,22,11,,,33%,33%,33%,
ICD10.V11.,L81.4,Dermatology,Other melanin hyperpigmentation,8,2,1,8,18,9,,,20%,70%,,
ICD10.V11.,L22,Dermatology,Diaper [napkin] dermatitis,6,3,4,5,18,9,100%,,,,,
ICD10.V11.,B07,Dermatology,Viral warts,8,1,4,5,18,9,,33%,44%,,,
ICD10.V11.,L01,Dermatology,Impetigo,4,4,4,4,16,8,25%,25%,,,38%,
ICD10.V11.,L21.0,Dermatology,Seborrhoea capitis,2,6,0,5,10,5,,25%,,38%,,
ICD10.V11.,L63,Dermatology,Alopecia areata,3,4,3,4,14,7,,57%,,29%,,
ICD10.V11.,L30.4,Dermatology,Erythema intertrigo,2,4,1,5,12,6,,,,,50%,
ICD10.V11.,L40,Dermatology,Psoriasis,4,1,2,3,10,5,,20%,,60%,20%,
ICD10.V11.,L64,Dermatology,Androgenic alopecia,3,1,1,3,8,4,,,25%,75%,,
ICD10.V11.,B36.0,Dermatology,Pityriasis versicolor,3,1,1,3,8,4,,,75%,25%,,
ICD10.V11.,L81.0,Dermatology,Postinflammatory hyperpigmentation,2,2,1,3,8,4,,,75%,25%,,
ICD10.V11.,E03.9,Dermatology,"Hypothyroidism, unspecified",2,1,0,3,6,3,,,33%,67%,,
ICD10.V11.,L70.8,Dermatology,Other acne,1,2,0,3,6,3,,,100%,,,
ICD10.V11.,L21,Dermatology,Seborrhoeic dermatitis,1,2,1,2,6,3,,33%,67%,,,
ICD10.V11.,E11,Dermatology,Type 2 diabetes mellitus,2,1,1,2,6,3,,,,,67%,33%
ICD10.V11.,J45,Dermatology,Asthma,1,1,0,2,4,2,,,,100%,,
ICD10.V11.,A49.9,Dermatology,"Bacterial infection, unspecified",2,0,1,1,4,2,,50%,,50%,,
ICD10.V11.,B00.0,Dermatology,Eczema herpeticum,2,0,1,1,4,2,,50%,,50%,,
ICD10.V11.,K29.7,Dermatology,"Gastritis, unspecified",1,1,0,2,4,2,,,,100%,,
ICD10.V11.,B00,Dermatology,Herpesviral [herpes simplex] infections,2,0,1,1,4,2,,,,50%,50%,
ICD10.V11.,K58,Dermatology,Irritable bowel syndrome,2,0,0,2,4,2,,,,50%,50%,
ICD10.V11.,L24,Dermatology,Irritant contact dermatitis,2,0,0,2,4,2,,,50%,,50%,
ICD10.V11.,L94.0,Dermatology,Localised scleroderma [morphea],1,1,0,2,4,2,,,,,100%,
ICD10.V11.,B85.2,Dermatology,"Pediculosis, unspecified",2,0,0,2,4,2,,100%,,,,
ICD10.V11.,L30.5,Dermatology,Pityriasis alba,1,1,0,2,4,2,100%,,,,,
ICD10.V11.,L29,Dermatology,Pruritus,1,1,0,2,4,2,,,,,100%,
ICD10.V11.,L73.1,Dermatology,Pseudofolliculitis barbae,1,1,2,0,4,2,,,100%,,,
ICD10.V11.,B86,Dermatology,Scabies,1,1,2,0,4,2,,,0%,100%,,
ICD10.V11.,B35.4,Dermatology,Tinea corporis,2,0,1,1,4,2,,,50%,50%,,
ICD10.V11.,L83,Dermatology,Acanthosis nigricans,0,1,1,0,2,1,,,100%,0%,,
ICD10.V11.,L70,Dermatology,Acne,1,0,1,0,2,1,,,0%,100%,,
ICD10.V11.,L70.9,Dermatology,"Acne, unspecified",1,0,1,0,2,1,,,0%,100%,,
ICD10.V11.,L23.3,Dermatology,Allergic contact dermatitis due to drugs in contact with skin,1,0,0,1,2,1,,,0%,100%,,
ICD10.V11.,M61.34,Dermatology,"Calcification and ossification of muscles associated with burns, hand",1,0,0,1,2,1,,,100%,0%,,
ICD10.V11.,B37.0,Dermatology,Candidal stomatitis,1,0,0,1,2,1,,,0%,100%,,
ICD10.V11.,B37,Dermatology,Candidiasis,1,0,0,1,2,1,,,,,,100%
ICD10.V11.,L98.4,Dermatology,"Chronic ulcer of skin, not elsewhere classified",0,1,0,1,2,1,,,,,,100%
ICD10.V11.,H10,Dermatology,Conjunctivitis,0,1,0,1,2,1,,,,,100%,
ICD10.V11.,L51,Dermatology,Erythema multiforme,1,0,1,0,2,1,,,,100%,,
ICD10.V11.,L92.0,Dermatology,Granuloma annulare,1,0,0,1,2,1,100%,0%,,0%,,
ICD10.V11.,N40,Dermatology,Hyperplasia of prostate,1,0,1,0,2,1,,,,0%,,100%
ICD10.V11.,U82.3,Dermatology,Hypertension,1,0,1,0,2,1,,,,0%,,100%
ICD10.V11.,N48.4,Dermatology,Impotence of organic origin,1,0,0,0,0,0,,,,100%,,
ICD10.V11.,D50.9,Dermatology,"Iron deficiency anaemia, unspecified",1,0,0,1,2,1,,,,100%,,
ICD10.V11.,R22.4,Dermatology,"Localised swelling, mass and lump, lower limb",0,1,0,1,2,1,,,,,100%,
ICD10.V11.,D22,Dermatology,Melanocytic naevi,1,0,0,1,2,1,,,100%,,,
ICD10.V11.,D22.1,Dermatology,"Melanocytic naevi of eyelid, including canthus",0,1,0,1,2,1,100%,,,,,
ICD10.V11.,B08.1,Dermatology,Molluscum contagiosum,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,Q85.0,Dermatology,Neurofibromatosis (nonmalignant),1,0,1,0,2,1,,,,100%,,
ICD10.V11.,R56.8,Dermatology,Other and unspecified convulsions,1,0,0,1,2,1,,,100%,0%,,
ICD10.V11.,L28.2,Dermatology,Other prurigo,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,L40.8,Dermatology,Other psoriasis,1,0,0,1,2,1,,100%,,,,
ICD10.V11.,M79.32,Dermatology,"Panniculitis, unspecified, upper arm",1,0,0,1,2,1,,0%,,,100%,
ICD10.V11.,I47,Dermatology,Paroxysmal tachycardia,1,0,0,1,2,1,,0%,,,100%,
ICD10.V11.,B85.0,Dermatology,Pediculosis due to Pediculus humanus capitis,0,1,0,1,2,1,,100%,,,,
ICD10.V11.,L42,Dermatology,Pityriasis rosea,1,0,1,0,2,1,,100%,,,,
ICD10.V11.,L28.1,Dermatology,Prurigo nodularis,1,0,0,1,2,1,,,,,,100%
ICD10.V11.,L98.0,Dermatology,Pyogenic granuloma,0,1,0,1,2,1,,,,100%,,
ICD10.V11.,Z10,Dermatology,Routine general health check-up of defined subpopulation,0,1,0,1,2,1,,,100%,,,
ICD10.V11.,Z10.8,Dermatology,Routine general health check-up of other defined subpopulations,1,0,0,1,2,1,,,100%,,,
ICD10.V11.,L90.6,Dermatology,Striae atrophicae,1,0,0,1,2,1,,,100%,,,
ICD10.V11.,B35.0,Dermatology,Tinea barbae and tinea capitis,1,0,0,1,2,1,100%,,,,,
ICD10.V11.,N76.6,Dermatology,Ulceration of vulva,0,1,0,1,2,1,,,,,,100%
ICD10.V11.,L25,Dermatology,Unspecified contact dermatitis,1,0,0,1,2,1,,100%,,,,
ICD10.V11.,L50.9,Dermatology,"Urticaria, unspecified",0,1,0,1,2,1,,,,100%,,
ICD10.V11.,L85.3,Dermatology,Xerosis cutis,1,0,1,0,2,1,,,100%,0%,,
ICD10.V11.,H61,"Ear, Nose & Throat",Other disorders of external ear,40,16,21,32,106,53,,,,32%,,
ICD10.V11.,J30.3,"Ear, Nose & Throat",Other allergic rhinitis,25,17,22,20,84,42,,,21%,29%,,
ICD10.V11.,R07.0,"Ear, Nose & Throat",Pain in throat,31,6,16,15,62,31,,,22%,35%,24%,
ICD10.V11.,H93.1,"Ear, Nose & Throat",Tinnitus,19,5,9,14,46,23,,,,42%,21%,29%
ICD10.V11.,H61.9,"Ear, Nose & Throat","Disorder of external ear, unspecified",14,8,4,18,44,22,,,,23%,27%,
ICD10.V11.,R51,"Ear, Nose & Throat",Headache,12,2,1,13,28,14,,,29%,,43%,
ICD10.V11.,J34,"Ear, Nose & Throat",Other disorders of nose and nasal sinuses,9,5,10,4,28,14,21%,,21%,36%,0%,
ICD10.V11.,H61.8,"Ear, Nose & Throat",Other specified disorders of external ear,10,4,3,10,26,13,,,21%,57%,0%,
ICD10.V11.,J34.2,"Ear, Nose & Throat",Deviated nasal septum,9,3,8,2,20,10,,,42%,17%,25%,
ICD10.V11.,J33,"Ear, Nose & Throat",Nasal polyp,8,4,2,7,18,9,,,33%,25%,25%,
ICD10.V11.,R04.0,"Ear, Nose & Throat",Epistaxis,8,2,2,4,12,6,,,40%,0%,50%,
ICD10.V11.,R42,"Ear, Nose & Throat",Dizziness and giddiness,8,0,3,5,16,8,,,13%,63%,13%,
ICD10.V11.,K07.6,"Ear, Nose & Throat",Temporomandibular joint disorders,5,3,0,8,16,8,,,38%,38%,25%,
ICD10.V11.,H69,"Ear, Nose & Throat",Other disorders of Eustachian tube,5,1,4,1,10,5,,,33%,17%,33%,
ICD10.V11.,H92.0,"Ear, Nose & Throat",Otalgia,5,0,1,4,10,5,,20%,40%,20%,20%,
ICD10.V11.,H60,"Ear, Nose & Throat",Otitis externa,4,1,3,2,10,5,20%,20%,20%,20%,20%,
ICD10.V11.,R43.0,"Ear, Nose & Throat",Anosmia,4,0,0,4,8,4,0%,0%,75%,25%,0%,
ICD10.V11.,R05,"Ear, Nose & Throat",Cough,4,0,3,1,8,4,0%,25%,25%,0%,25%,25%
ICD10.V11.,J30.2,"Ear, Nose & Throat",Other seasonal allergic rhinitis,3,1,1,3,8,4,25%,25%,50%,0%,0%,0%
ICD10.V11.,H72,"Ear, Nose & Throat",Perforation of tympanic membrane,3,1,1,3,8,4,,,,50%,50%,0%
ICD10.V11.,E11,"Ear, Nose & Throat",Type 2 diabetes mellitus,4,0,2,2,8,4,,,,0%,50%,50%
ICD10.V11.,J02,"Ear, Nose & Throat",Acute pharyngitis,3,0,2,1,6,3,0%,33%,0%,67%,0%,0%
ICD10.V11.,J01,"Ear, Nose & Throat",Acute sinusitis,3,0,2,1,6,3,,,33%,33%,0%,33%
ICD10.V11.,J30.1,"Ear, Nose & Throat",Allergic rhinitis due to pollen,2,1,0,2,4,2,,,33%,67%,0%,0%
ICD10.V11.,G51.0,"Ear, Nose & Throat",Bell's palsy,2,1,2,1,6,3,,,33%,67%,0%,0%
ICD10.V11.,U82.3,"Ear, Nose & Throat",Hypertension,3,0,2,1,6,3,,,0%,0%,67%,33%
ICD10.V11.,J35.2,"Ear, Nose & Throat",Hypertrophy of adenoids,1,2,2,0,4,2,67%,0%,0%,33%,0%,
ICD10.V11.,J35.1,"Ear, Nose & Throat",Hypertrophy of tonsils,3,0,0,3,6,3,67%,33%,0%,0%,0%,
ICD10.V11.,K58,"Ear, Nose & Throat",Irritable bowel syndrome,3,0,1,2,6,3,0%,0%,0%,100%,0%,
ICD10.V11.,H65.4,"Ear, Nose & Throat",Other chronic nonsuppurative otitis media,2,1,0,3,6,3,33%,0%,33%,0%,33%,
ICD10.V11.,H91,"Ear, Nose & Throat",Other hearing loss,1,2,0,3,6,3,0%,0%,,33%,33%,33%
ICD10.V11.,H74.8,"Ear, Nose & Throat",Other specified disorders of middle ear and mastoid,2,1,1,2,6,3,0%,33%,,33%,33%,
ICD10.V11.,R06.7,"Ear, Nose & Throat",Sneezing,2,1,1,2,6,3,33%,0%,,33%,33%,
ICD10.V11.,G50.1,"Ear, Nose & Throat",Atypical facial pain,1,1,0,2,4,2,0%,0%,,0%,100%,
ICD10.V11.,H65.3,"Ear, Nose & Throat",Chronic mucoid otitis media,2,0,0,2,4,2,0%,100%,,0%,,
ICD10.V11.,J32,"Ear, Nose & Throat",Chronic sinusitis,1,1,1,0,2,1,0%,50%,50%,0%,,
ICD10.V11.,H66.1,"Ear, Nose & Throat",Chronic tubotympanic suppurative otitis media,0,2,0,2,4,2,0%,50%,0%,50%,,
ICD10.V11.,L02.1,"Ear, Nose & Throat","Cutaneous abscess, furuncle and carbuncle of neck",1,1,2,0,4,2,0%,100%,0%,0%,,
ICD10.V11.,K11,"Ear, Nose & Throat",Diseases of salivary glands,2,0,0,2,4,2,0%,0%,50%,50%,,
ICD10.V11.,I10,"Ear, Nose & Throat",Essential (primary) hypertension,2,0,1,1,4,2,0%,0%,0%,50%,,50%
ICD10.V11.,J34.3,"Ear, Nose & Throat",Hypertrophy of nasal turbinates,1,1,1,1,4,2,50%,50%,0%,0%,,0%
ICD10.V11.,H68.1,"Ear, Nose & Throat",Obstruction of Eustachian tube,2,0,2,0,4,2,0%,0%,50%,50%,,0%
ICD10.V11.,R49.8,"Ear, Nose & Throat",Other and unspecified voice disturbances,2,0,1,1,4,2,0%,0%,50%,0%,,50%
ICD10.V11.,G44,"Ear, Nose & Throat",Other headache syndromes,2,0,0,1,2,1,0%,0%,50%,0%,50%,
ICD10.V11.,H93.8,"Ear, Nose & Throat",Other specified disorders of ear,0,2,0,1,2,1,0%,50%,0%,50%,,
ICD10.V11.,J34.8,"Ear, Nose & Throat",Other specified disorders of nose and nasal sinuses,2,0,0,2,4,2,0%,0%,0%,100%,,
ICD10.V11.,J30,"Ear, Nose & Throat",Vasomotor and allergic rhinitis,2,0,0,1,2,1,0%,100%,0%,0%,,
ICD10.V11.,R49,"Ear, Nose & Throat",Voice disturbances,0,2,1,1,4,2,0%,0%,50%,50%,,
ICD10.V11.,H60.0,"Ear, Nose & Throat",Abscess of external ear,0,1,1,0,2,1,0%,100%,0%,0%,,
ICD10.V11.,J01.1,"Ear, Nose & Throat",Acute frontal sinusitis,1,0,1,0,2,1,0%,0%,0%,0%,100%,
ICD10.V11.,J00,"Ear, Nose & Throat",Acute nasopharyngitis [common cold],1,0,0,1,2,1,0%,0%,100%,0%,0%,
ICD10.V11.,J02.9,"Ear, Nose & Throat","Acute pharyngitis, unspecified",0,1,1,0,2,1,0%,100%,,0%,0%,
ICD10.V11.,J01.9,"Ear, Nose & Throat","Acute sinusitis, unspecified",1,0,0,1,2,1,0%,0%,,0%,100%,
ICD10.V11.,J03,"Ear, Nose & Throat",Acute tonsillitis,0,1,1,0,2,1,0%,0%,,0%,0%,100%
ICD10.V11.,H81.1,"Ear, Nose & Throat",Benign paroxysmal vertigo,1,0,0,1,2,1,0%,0%,,100%,,
ICD10.V11.,T28.0,"Ear, Nose & Throat",Burn of mouth and pharynx,1,0,1,0,2,1,0%,100%,,0%,,
ICD10.V11.,T28.1,"Ear, Nose & Throat",Burn of oesophagus,1,0,1,0,2,1,0%,0%,,100%,,
ICD10.V11.,G80,"Ear, Nose & Throat",Cerebral palsy,1,0,1,0,2,1,0%,0%,100%,0%,,
ICD10.V11.,M94.0,"Ear, Nose & Throat",Chondrocostal junction syndrome [Tietze],1,0,1,0,2,1,0%,0%,,100%,,
ICD10.V11.,H66.2,"Ear, Nose & Throat",Chronic atticoantral suppurative otitis media,0,1,0,1,2,1,0%,100%,,,,
ICD10.V11.,J32.4,"Ear, Nose & Throat",Chronic pansinusitis,1,0,1,0,2,1,0%,100%,,,,
ICD10.V11.,J31.0,"Ear, Nose & Throat",Chronic rhinitis,1,0,1,0,2,1,0%,100%,,,,
ICD10.V11.,J35.0,"Ear, Nose & Throat",Chronic tonsillitis,1,0,0,1,2,1,100%,0%,,,,
ICD10.V11.,H74.9,"Ear, Nose & Throat","Disorder of middle ear and mastoid, unspecified",1,0,0,1,2,1,0%,0%,,100%,,
ICD10.V11.,H62,"Ear, Nose & Throat",Disorders of external ear in diseases classified elsewhere,0,1,0,1,2,1,0%,0%,,100%,,
ICD10.V11.,K00,"Ear, Nose & Throat",Disorders of tooth development and eruption,1,0,0,0,0,0,0%,0%,,100%,,
ICD10.V11.,K00.6,"Ear, Nose & Throat",Disturbances in tooth eruption,0,1,0,1,2,1,0%,100%,,0%,,
ICD10.V11.,R68.2,"Ear, Nose & Throat","Dry mouth, unspecified",0,1,1,0,2,1,0%,100%,,0%,,
ICD10.V11.,G40,"Ear, Nose & Throat",Epilepsy,1,0,0,1,2,1,,,,0%,0%,100%
ICD10.V11.,G40.9,"Ear, Nose & Throat","Epilepsy, unspecified",1,0,1,0,2,1,,,,100%,,
ICD10.V11.,K03.2,"Ear, Nose & Throat",Erosion of teeth,1,0,0,1,2,1,,,100%,0%,,
ICD10.V11.,T20.1,"Ear, Nose & Throat",Erythema of head and neck,1,0,0,1,2,1,,,0%,100%,,
ICD10.V11.,Z01.1,"Ear, Nose & Throat",Examination of ears and hearing,1,0,0,1,2,1,,,0%,100%,,
ICD10.V11.,G51,"Ear, Nose & Throat",Facial nerve disorders,1,0,0,1,2,1,,,100%,0%,,
ICD10.V11.,G82.0,"Ear, Nose & Throat",Flaccid paraplegia,1,0,1,0,2,1,,,100%,0%,,
ICD10.V11.,T16,"Ear, Nose & Throat",Foreign body in ear,1,0,0,1,2,1,0%,100%,0%,0%,,
ICD10.V11.,T17.1,"Ear, Nose & Throat",Foreign body in nostril,1,0,0,1,2,1,100%,0%,0%,0%,,
ICD10.V11.,S02.2,"Ear, Nose & Throat",Fracture of nasal bones,1,0,1,0,2,1,0%,100%,0%,0%,,
ICD10.V11.,S02.8,"Ear, Nose & Throat",Fractures of other skull and facial bones,1,0,1,0,2,1,0%,100%,0%,0%,,
ICD10.V11.,K21,"Ear, Nose & Throat",Gastro-oesophageal reflux disease,1,0,1,0,2,1,0%,,,0%,100%,
ICD10.V11.,Z00.0,"Ear, Nose & Throat",General medical examination,0,1,0,1,2,1,100%,,,0%,0%,
ICD10.V11.,H91.9,"Ear, Nose & Throat","Hearing loss, unspecified",1,0,0,1,2,1,0%,,,0%,100%,
ICD10.V11.,J35.3,"Ear, Nose & Throat",Hypertrophy of tonsils with hypertrophy of adenoids,1,0,1,0,2,1,100%,,,0%,,
ICD10.V11.,E03.9,"Ear, Nose & Throat","Hypothyroidism, unspecified",1,0,0,1,2,1,,,,100%,,
ICD10.V11.,E61.1,"Ear, Nose & Throat",Iron deficiency,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,Q87.4,"Ear, Nose & Throat",Marfan's syndrome,1,0,1,0,2,1,,,,100%,,
ICD10.V11.,M79.28,"Ear, Nose & Throat","Neuralgia and neuritis, unspecified, other site",1,0,0,1,2,1,,,,100%,,
ICD10.V11.,R10.4,"Ear, Nose & Throat",Other and unspecified abdominal pain,1,0,1,0,2,1,,0%,100%,0%,,
ICD10.V11.,H66.3,"Ear, Nose & Throat",Other chronic suppurative otitis media,1,0,0,1,2,1,,100%,0%,0%,,
ICD10.V11.,K09.2,"Ear, Nose & Throat",Other cysts of jaw,1,0,1,0,2,1,100%,,,0%,,
ICD10.V11.,J39.2,"Ear, Nose & Throat",Other diseases of pharynx,1,0,1,0,2,1,0%,,,100%,,
ICD10.V11.,H74,"Ear, Nose & Throat",Other disorders of middle ear and mastoid,0,1,1,0,2,1,0%,,,100%,,
ICD10.V11.,L53,"Ear, Nose & Throat",Other erythematous conditions,1,0,0,1,2,1,0%,,,100%,,
ICD10.V11.,Z00.8,"Ear, Nose & Throat",Other general examinations,0,1,0,1,2,1,100%,,,0%,,
ICD10.V11.,E03,"Ear, Nose & Throat",Other hypothyroidism,0,1,0,1,2,1,,,,100%,,
ICD10.V11.,H60.3,"Ear, Nose & Throat",Other infective otitis externa,1,0,1,0,2,1,,,,100%,,
ICD10.V11.,H95.8,"Ear, Nose & Throat",Other intraoperative and postprocedural disorders of ear and mastoid process,1,0,1,0,2,1,,,100%,0%,,
ICD10.V11.,H60.8,"Ear, Nose & Throat",Other otitis externa,1,0,0,1,2,1,,,0%,100%,,
ICD10.V11.,H69.8,"Ear, Nose & Throat",Other specified disorders of Eustachian tube,1,0,0,1,2,1,,,100%,0%,,
ICD10.V11.,H91.8,"Ear, Nose & Throat",Other specified hearing loss,0,1,1,0,2,1,,,0%,0%,,100%
ICD10.V11.,S19.8,"Ear, Nose & Throat",Other specified injuries of neck,0,1,1,0,2,1,,,0%,0%,100%,0%
ICD10.V11.,H60.9,"Ear, Nose & Throat","Otitis externa, unspecified",0,1,0,1,2,1,,,0%,0%,0%,100%
ICD10.V11.,M25.5,"Ear, Nose & Throat",Pain in joint,1,0,0,1,2,1,,,100%,,,
ICD10.V11.,R43.1,"Ear, Nose & Throat",Parosmia,1,0,0,1,2,1,100%,0%,0%,,,
ICD10.V11.,H61.0,"Ear, Nose & Throat",Perichondritis of external ear,1,0,1,0,2,1,100%,0%,0%,,,
ICD10.V11.,G71.9,"Ear, Nose & Throat","Primary disorder of muscle, unspecified",1,0,0,1,2,1,0%,100%,0%,,,
ICD10.V11.,H90.3,"Ear, Nose & Throat","Sensorineural hearing loss, bilateral",1,0,0,1,2,1,0%,0%,0%,100%,0%,0%
ICD10.V11.,H90.5,"Ear, Nose & Throat","Sensorineural hearing loss, unspecified",0,1,0,1,2,1,0%,0%,0%,0%,100%,0%
ICD10.V11.,K11.2,"Ear, Nose & Throat",Sialoadenitis,0,1,0,1,2,1,0%,0%,0%,0%,0%,100%
ICD10.V11.,S13.6,"Ear, Nose & Throat",Sprain and strain of joints and ligaments of other and unspecified parts of neck,1,0,0,1,2,1,0%,100%,,,,
ICD10.V11.,S00.40,"Ear, Nose & Throat","Superficial injury of ear, unspecified",0,1,1,0,2,1,100%,0%,,,,
ICD10.V11.,H66,"Ear, Nose & Throat",Suppurative and unspecified otitis media,0,1,1,0,2,1,0%,100%,,,,
ICD10.V11.,G50.0,"Ear, Nose & Throat",Trigeminal neuralgia,1,0,0,0,0,0,0%,0%,0%,100%,0%,0%
ICD10.V11.,K29.7,Emergency Medicine,"Gastritis, unspecified",1,0,0,1,2,1,0%,0%,0%,0%,100%,0%
ICD10.V11.,B34.2 ,Emergency Medicine,Coronavirus Infection Unspecified Site,,,,,,,,,,,,
ICD10.V11.,Z00,Employee Medicine,General examination and investigation of persons without complaint or reported diagnosis,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,M10.0,Employee Medicine,Idiopathic gout,1,0,1,0,2,1,,,,100%,,
ICD10.V11.,K58,Employee Medicine,Irritable bowel syndrome,1,0,0,0,0,0,,,,100%,,
ICD10.V11.,M54.5,Employee Medicine,Low back pain,1,0,0,0,0,0,,,,100%,,
ICD10.V11.,Z10,Employee Medicine,Routine general health check-up of defined subpopulation,1,0,0,1,2,1,,,,100%,,
ICD10.V11.,I15,Employee Medicine,Secondary hypertension,1,0,1,0,2,1,,,,100%,,
ICD10.V11.,A23,General Pediatrics,Brucellosis,13,16,11,18,58,29,24%,76%,,,,
ICD10.V11.,R10.4,General Pediatrics,Other and unspecified abdominal pain,16,7,6,17,46,23,43%,57%,,,,
ICD10.V11.,D50,General Pediatrics,Iron deficiency anaemia,6,8,1,13,28,14,71%,29%,,,,
ICD10.V11.,K59.0,General Pediatrics,Constipation,8,4,7,5,24,12,83%,17%,,,,
ICD10.V11.,A23.9,General Pediatrics,"Brucellosis, unspecified",4,7,3,8,22,11,27%,73%,,,,
ICD10.V11.,N39.0,General Pediatrics,"Urinary tract infection, site not specified",4,5,0,9,18,9,44%,56%,,,,
ICD10.V11.,E55,General Pediatrics,Vitamin D deficiency,1,6,3,4,14,7,29%,71%,,,,
ICD10.V11.,R63.4,General Pediatrics,Abnormal weight loss,3,3,2,4,12,6,17%,83%,,,,
ICD10.V11.,K59.1,General Pediatrics,Functional diarrhoea,4,1,1,4,10,5,80%,20%,,,,
ICD10.V11.,J21.9,General Pediatrics,"Acute bronchiolitis, unspecified",2,2,4,0,8,4,100%,0%,,,,
ICD10.V11.,J00,General Pediatrics,Acute nasopharyngitis [common cold],4,0,1,3,8,4,100%,0%,,,,
ICD10.V11.,J06.9,General Pediatrics,"Acute upper respiratory infection, unspecified",2,2,1,3,8,4,75%,25%,,,,
